11600,0.33472,0.57431,5.2401,0.66473
11700,0.32722,0.57324,5.2311,0.66006
11800,0.31965,0.5705,5.2231,0.65395
11900,0.31065,0.56785,5.213,0.64727
12000,0.3039,0.56582,5.2053,0.64226
12100,0.29612,0.56261,5.1969,0.63578
12200,0.28946,0.56118,5.1886,0.63144
12300,0.28251,0.55874,5.1805,0.6261
12400,0.27607,0.556,5.1733,0.62077
12500,0.2687,0.5532,5.1646,0.615
12600,0.26198,0.55031,5.1567,0.60949
12700,0.25589,0.54746,5.1496,0.60431
12800,0.24917,0.54464,5.1415,0.59893
12900,0.24308,0.54125,5.1345,0.59333
13000,0.23651,0.53698,5.1273,0.58676
13100,0.23049,0.53411,5.1198,0.58172
13200,0.22368,0.53018,5.1116,0.57544
13300,0.21801,0.52724,5.1045,0.57054
13400,0.21238,0.52353,5.0978,0.56497
13500,0.20688,0.51961,5.0913,0.55928
13600,0.20147,0.51573,5.0848,0.55368
13700,0.19632,0.51255,5.0782,0.54886
13800,0.19073,0.50794,5.0716,0.54257
13900,0.18505,0.5036,5.0645,0.53652
14000,0.18051,0.49988,5.0589,0.53147
14100,0.17583,0.49599,5.0531,0.52624
14200,0.17119,0.49198,5.0472,0.52091
14300,0.16693,0.48769,5.0422,0.51546
14400,0.16346,0.48441,5.0378,0.51125
14500,0.15822,0.47963,5.031,0.50506
14600,0.15462,0.47534,5.0269,0.49986
14700,0.15027,0.47177,5.0208,0.49512
14800,0.1464,0.46742,5.0159,0.48981
14900,0.14249,0.46299,5.0109,0.48442
15000,0.13929,0.4575,5.0079,0.47823
15100,0.13524,0.4533,5.0023,0.47305
15200,0.13215,0.4503,4.9978,0.46929
15300,0.12843,0.44506,4.9933,0.46322
15400,0.12552,0.44034,4.9901,0.45788
15500,0.12199,0.43491,4.9859,0.4517
15600,0.11986,0.43236,4.9828,0.44867
15700,0.11694,0.42711,4.9796,0.44283
15800,0.11368,0.42224,4.9754,0.43728
15900,0.11115,0.41763,4.9725,0.43217
16000,0.10878,0.41401,4.9693,0.42807
16100,0.10657,0.40818,4.9678,0.42187
16200,0.10391,0.40359,4.9644,0.41676
16300,0.10203,0.39975,4.9623,0.41256
16400,0.10058,0.39621,4.961,0.40878
16500,0.098737,0.39132,4.9595,0.40359
16600,0.097058,0.38749,4.9578,0.39946
16700,0.09513,0.38245,4.9562,0.39411
16800,0.093465,0.37799,4.9548,0.38937
16900,0.092942,0.3745,4.9557,0.38586
17000,0.091609,0.36979,4.9552,0.38096
17100,0.089973,0.36518,4.954,0.3761
17200,0.088924,0.3607,4.9541,0.3715
17300,0.088325,0.35784,4.9544,0.36858
17400,0.087421,0.35243,4.9555,0.36311
17500,0.086909,0.34881,4.9566,0.35947
17600,0.086214,0.34463,4.9575,0.35525
17700,0.085109,0.33893,4.9584,0.34945
17800,0.085239,0.33676,4.9603,0.34738
17900,0.085161,0.33388,4.9621,0.34457
18000,0.084697,0.32797,4.9651,0.33873
18100,0.084103,0.3252,4.9655,0.3359
18200,0.08439,0.32113,4.9694,0.33203
18300,0.084252,0.31856,4.9709,0.32952
18400,0.084605,0.31498,4.9748,0.32615
18500,0.084954,0.31142,4.9787,0.3228
18600,0.085248,0.30787,4.9825,0.31946
18700,0.085051,0.30403,4.9852,0.3157
18800,0.086128,0.30042,4.9916,0.31252
18900,0.085991,0.29683,4.9944,0.30904
19000,0.086872,0.2958,4.998,0.30829
19100,0.08679,0.28991,5.0033,0.30262
19200,0.087462,0.28805,5.0072,0.30104
19300,0.089328,0.2859,5.0152,0.29953
19400,0.089897,0.2826,5.0204,0.29656
19500,0.089714,0.27838,5.0242,0.29247
19600,0.091107,0.27621,5.031,0.29085
19700,0.092134,0.27314,5.0377,0.28826
19800,0.093218,0.27143,5.0432,0.28699
19900,0.09372,0.2671,5.0498,0.28306
20000,0.094923,0.26591,5.0553,0.28235
20100,0.096266,0.26389,5.0622,0.2809
20200,0.097474,0.26155,5.0691,0.27913
20300,0.098551,0.25883,5.0762,0.27695
20400,0.099809,0.25665,5.0833,0.27537
20500,0.10122,0.25483,5.0905,0.2742
20600,0.10239,0.2537,5.096,0.27358
20700,0.10322,0.25063,5.1031,0.27105
20800,0.10495,0.24855,5.1119,0.2698
20900,0.10607,0.24743,5.1174,0.26921
21000,0.10715,0.24504,5.1246,0.26745
21100,0.10876,0.2439,5.1318,0.26705
21200,0.10973,0.24149,5.1389,0.26526
21300,0.11156,0.24077,5.1463,0.26536
21400,0.11294,0.23912,5.1536,0.26445
21500,0.11391,0.23782,5.1591,0.26369
21600,0.1155,0.23663,5.1665,0.26332
21700,0.11765,0.2367,5.1737,0.26433
21800,0.11962,0.23635,5.1809,0.26489
21900,0.12032,0.23357,5.1881,0.26274
22000,0.12159,0.23291,5.1935,0.26274
22100,0.12385,0.2331,5.2008,0.26396
22200,0.12543,0.23307,5.2061,0.26468
22300,0.12613,0.23125,5.2117,0.26341
22400,0.12692,0.23156,5.2138,0.26406
22500,0.12846,0.23035,5.2211,0.26375
22600,0.12897,0.22936,5.2246,0.26314
22700,0.13162,0.23016,5.2319,0.26514
22800,0.133,0.22986,5.2369,0.26557
22900,0.13425,0.22925,5.2422,0.26567
23000,0.13586,0.22924,5.2474,0.26648
23100,0.13731,0.22889,5.2527,0.26692
23200,0.13862,0.22926,5.2562,0.26791
23300,0.13987,0.2296,5.2595,0.26885
23400,0.14096,0.22949,5.2632,0.26933
23500,0.14225,0.22978,5.2667,0.27025
23600,0.14318,0.22957,5.27,0.27056
23700,0.14415,0.23032,5.2716,0.27171
23800,0.14425,0.23135,5.2699,0.27263
23900,0.14526,0.23117,5.2734,0.27302
24000,0.14654,0.23149,5.2767,0.27398
24100,0.1469,0.23231,5.2763,0.27486
24200,0.14822,0.23259,5.2798,0.2758
24300,0.14983,0.2353,5.2794,0.27895
24400,0.15112,0.23559,5.2827,0.27989
24500,0.15185,0.23682,5.2826,0.28132
24600,0.1529,0.23842,5.2826,0.28324
24700,0.15179,0.23697,5.2821,0.28141
24800,0.15373,0.23909,5.2838,0.28425
24900,0.15413,0.23976,5.2837,0.28503
25000,0.15491,0.24206,5.2817,0.28739
25100,0.15579,0.24265,5.2832,0.28836
25200,0.15533,0.24373,5.2798,0.28901
25300,0.15617,0.2443,5.2812,0.28995
25400,0.15638,0.24572,5.2792,0.29126
25500,0.15602,0.24623,5.2772,0.2915
25600,0.15658,0.24706,5.2773,0.2925
25700,0.15713,0.24913,5.2751,0.29454
25800,0.15677,0.25039,5.2718,0.29542
25900,0.15751,0.25269,5.2698,0.29776
26000,0.15708,0.25308,5.2679,0.29787
26100,0.15733,0.25462,5.2659,0.2993
26200,0.15659,0.25449,5.264,0.29881
26300,0.1564,0.25628,5.2603,0.30023
26400,0.15682,0.25796,5.2586,0.30188
26500,0.15611,0.25903,5.2548,0.30244
26600,0.15562,0.26021,5.2514,0.3032
26700,0.15509,0.26142,5.2478,0.30397
26800,0.15486,0.26323,5.2442,0.30541
26900,0.15374,0.26445,5.239,0.30589
27000,0.153,0.26648,5.2336,0.30728
27100,0.15227,0.26742,5.23,0.30774
27200,0.15201,0.26921,5.2264,0.30917
27300,0.15128,0.27031,5.2226,0.30976
27400,0.15062,0.27163,5.2187,0.3106
27500,0.14966,0.27344,5.2132,0.31172
27600,0.14911,0.27476,5.2096,0.31261
27700,0.14793,0.27624,5.204,0.31336
27800,0.14679,0.27773,5.1986,0.31414
27900,0.14659,0.27992,5.1948,0.31598
28000,0.14497,0.27967,5.1906,0.31501
28100,0.14393,0.28153,5.185,0.31618
28200,0.14134,0.28161,5.1776,0.31509
28300,0.14083,0.28235,5.1751,0.31552
28400,0.13922,0.28431,5.1677,0.31656
28500,0.13857,0.28568,5.164,0.31751
28600,0.13695,0.2871,5.1575,0.3181
28700,0.13599,0.28818,5.1533,0.31866
28800,0.13373,0.28781,5.1473,0.31736
28900,0.13231,0.29065,5.1396,0.31935
29000,0.13026,0.29107,5.1332,0.31889
29100,0.12738,0.2898,5.1265,0.31656
29200,0.12716,0.2923,5.1227,0.31876
29300,0.12546,0.29263,5.1174,0.31839
29400,0.12354,0.29448,5.1096,0.31935
29500,0.12091,0.29301,5.1037,0.31697
29600,0.11919,0.29555,5.0957,0.31868
29700,0.11776,0.29686,5.09,0.31937
29800,0.11582,0.29903,5.0819,0.32067
29900,0.11286,0.29659,5.076,0.31733
30000,0.11207,0.2979,5.0722,0.31829
30100,0.11075,0.29987,5.0662,0.31967
30200,0.10689,0.29921,5.0555,0.31773
30300,0.10526,0.30059,5.0492,0.31849
30400,0.10312,0.30038,5.0431,0.31759
30500,0.1009,0.30226,5.0346,0.31866
30600,0.098708,0.3022,5.0281,0.31791
30700,0.09699,0.30345,5.0217,0.31857
30800,0.094343,0.30207,5.0151,0.31646
30900,0.092207,0.30231,5.0084,0.31606
31000,0.08999,0.30233,5.0017,0.31544
31100,0.087983,0.30315,4.9949,0.31566
31200,0.085438,0.30201,4.9881,0.31387
31300,0.08364,0.30186,4.9827,0.31324
31400,0.081343,0.30183,4.9756,0.3126
31500,0.079175,0.30266,4.9683,0.31284
31600,0.076838,0.30262,4.961,0.31222
31700,0.075018,0.30243,4.9555,0.3116
31800,0.072571,0.3023,4.948,0.31089
31900,0.070166,0.30197,4.9407,0.31002
32000,0.06769,0.30002,4.9343,0.30757
32100,0.065615,0.3016,4.9266,0.30865
32200,0.063182,0.29951,4.9203,0.3061
32300,0.060964,0.30091,4.9123,0.30702
32400,0.058467,0.29859,4.9058,0.30426
32500,0.056172,0.29851,4.8984,0.30375
32600,0.053852,0.29843,4.8909,0.30325
32700,0.051345,0.29772,4.8832,0.30212
32800,0.049034,0.29722,4.8759,0.30124
32900,0.046393,0.29552,4.8681,0.29914
33000,0.045154,0.29674,4.8634,0.30016
33100,0.043454,0.29595,4.8582,0.29912
33200,0.040575,0.29218,4.8504,0.29499
33300,0.038158,0.29192,4.8424,0.29441
33400,0.035573,0.29149,4.8338,0.29365
33500,0.03412,0.29212,4.8287,0.29411
33600,0.032247,0.28977,4.8232,0.29156
33700,0.029545,0.28781,4.8147,0.28933
33800,0.028856,0.28884,4.812,0.29028
33900,0.026053,0.28639,4.8031,0.28757
34000,0.024423,0.28712,4.7972,0.28815
34100,0.022533,0.28498,4.7913,0.28587
34200,0.019668,0.28268,4.7819,0.28336
34300,0.018631,0.27961,-1.5043,0.28023
34400,0.016731,0.27915,-1.5109,0.27965
34500,0.014845,0.27842,-1.5175,0.27882
34600,0.012926,0.27738,-1.5242,0.27768
34700,0.010977,0.27643,-1.5311,0.27665
34800,0.0089684,0.27396,-1.5381,0.2741
34900,0.0069957,0.27317,-1.5452,0.27326
35000,0.0058465,0.27032,-1.5492,0.27038
35100,0.0046851,0.26895,-1.5534,0.26899
35200,0.0026209,0.26672,-1.561,0.26673
35300,0.00050553,0.26573,-1.5689,0.26573
35400,-0.00067389,0.26446,-1.5733,0.26446
35500,-0.0018877,0.26188,-1.578,0.26189
35600,-0.0030947,0.26075,-1.5827,0.26076
35700,-0.0053308,0.25968,-1.5913,0.25974
35800,-0.0065447,0.25503,-1.5965,0.25512
35900,-0.007851,0.25392,-1.6017,0.25404
36000,-0.0091279,0.25133,-1.6071,0.25149
36100,-0.010622,0.25196,-1.6129,0.25219
36200,-0.011939,0.24874,-1.6188,0.24903
36300,-0.013416,0.24748,-1.625,0.24784
36400,-0.013845,0.24656,-1.6269,0.24695
36500,-0.015231,0.24359,-1.6332,0.24406
36600,-0.016596,0.24053,-1.6397,0.2411
36700,-0.017108,0.23773,-1.6426,0.23835
36800,-0.018661,0.23642,-1.6496,0.23716
36900,-0.019299,0.23489,-1.6528,0.23568
37000,-0.019826,0.23203,-1.656,0.23287
37100,-0.02145,0.23263,-1.6627,0.23362
37200,-0.022185,0.22935,-1.6672,0.23042
37300,-0.022762,0.22805,-1.6703,0.22918
37400,-0.023159,0.22323,-1.6742,0.22443
37500,-0.023959,0.22217,-1.6782,0.22346
37600,-0.024503,0.22061,-1.6814,0.22196
37700,-0.025098,0.21732,-1.6858,0.21876
37800,-0.026216,0.21811,-1.6904,0.21968
37900,-0.026863,0.21675,-1.6941,0.21841
38000,-0.026745,0.21339,-1.6955,0.21506
38100,-0.02746,0.2123,-1.6994,0.21407
38200,-0.028128,0.20908,-1.7045,0.21097
38300,-0.027666,0.20592,-1.7043,0.20777
38400,-0.027649,0.20447,-1.7052,0.20633
38500,-0.02929,0.20296,-1.7141,0.20506
38600,-0.029137,0.20007,-1.7154,0.20218
38700,-0.02916,0.19853,-1.7166,0.20066
38800,-0.028967,0.19719,-1.7167,0.19931
38900,-0.028802,0.1942,-1.718,0.19633
39000,-0.028919,0.19453,-1.7184,0.19666
39100,-0.028708,0.19109,-1.7199,0.19323
39200,-0.028597,0.18976,-1.7204,0.19191
39300,-0.028506,0.18851,-1.7209,0.19066
39400,-0.028355,0.18513,-1.7228,0.18729
39500,-0.028582,0.18578,-1.7234,0.18797
39600,-0.028116,0.18217,-1.7239,0.18432
39700,-0.028349,0.18274,-1.7247,0.18493
39800,-0.0283,0.17953,-1.7271,0.18175
39900,-0.028187,0.17808,-1.7278,0.1803
40000,-0.028131,0.17655,-1.7288,0.17878
40100,-0.028036,0.17493,-1.7297,0.17717
40200,-0.027778,0.17202,-1.7309,0.17425
40300,-0.027767,0.17042,-1.7323,0.17267
40400,-0.027711,0.16883,-1.7335,0.17109
40500,-0.025792,0.16763,-1.7235,0.16961
40600,-0.025831,0.16634,-1.7249,0.16833
40700,-0.0258,0.16457,-1.7263,0.16658
40800,-0.025835,0.16313,-1.7279,0.16517
40900,-0.025525,0.16171,-1.7274,0.16371
41000,-0.023918,0.1624,-1.717,0.16415
41100,-0.023666,0.15892,-1.7186,0.16067
41200,-0.023673,0.15927,-1.7183,0.16102
41300,-0.023739,0.15781,-1.7201,0.15958
41400,-0.022524,0.1564,-1.7138,0.15802
41500,-0.021361,0.15312,-1.7094,0.1546
41600,-0.021683,0.15346,-1.7112,0.15499
41700,-0.021461,0.15208,-1.711,0.15359
41800,-0.019245,0.15069,-1.6978,0.15191
41900,-0.019075,0.14711,-1.6997,0.14834
42000,-0.019116,0.1475,-1.6997,0.14874
42100,-0.018136,0.14813,-1.6926,0.14924
42200,-0.01694,0.1465,-1.6859,0.14748
42300,-0.016758,0.14501,-1.6858,0.14598
42400,-0.016108,0.14539,-1.6811,0.14628
42500,-0.014801,0.14597,-1.6719,0.14672
42600,-0.014715,0.14234,-1.6738,0.1431
42700,-0.014437,0.14257,-1.6717,0.1433
42800,-0.012745,0.14331,-1.6595,0.14388
42900,-0.012455,0.14346,-1.6574,0.144
43000,-0.012459,0.1396,-1.6598,0.14016
43100,-0.011112,0.14013,-1.6499,0.14057
43200,-0.010124,0.13656,-1.6448,0.13693
43300,-0.0098391,0.13693,-1.6425,0.13728
43400,-0.0098645,0.13698,-1.6427,0.13733
43500,-0.0075791,0.13339,-1.6276,0.13361
43600,-0.0073086,0.134,-1.6253,0.1342
43700,-0.0073104,0.1342,-1.6252,0.1344
43800,-0.0062563,0.13446,-1.6173,0.13461
43900,-0.0049314,0.13487,-1.6073,0.13496
44000,-0.0046363,0.1352,-1.6051,0.13528
44100,-0.0047766,0.13152,-1.6071,0.13161
44200,-0.0045044,0.13162,-1.605,0.1317
44300,-0.0021258,0.13209,-1.5869,0.13211
44400,-0.0021312,0.13243,-1.5869,0.13244
44500,-0.0021113,0.13263,-1.5867,0.13265
44600,-0.0018377,0.13294,-1.5846,0.13295
44700,-0.00044427,0.13327,-1.5741,0.13327
44800,0.00093316,0.13366,-1.5638,0.13367
44900,0.00064704,0.12962,-1.5658,0.12963
45000,0.00094357,0.12996,-1.5635,0.12996
45100,0.0012183,0.13022,-1.5614,0.13023
45200,0.0015188,0.13065,-1.5592,0.13066
45300,0.0017705,0.13072,-1.5573,0.13073
45400,0.0042847,0.13109,-1.5381,0.13116
45500,0.0043056,0.13131,-1.538,0.13138
45600,0.0043291,0.13161,-1.5379,0.13168
45700,0.0046098,0.13174,-1.5358,0.13182
45800,0.0049236,0.13213,-1.5336,0.13222
45900,0.0052117,0.13241,-1.5315,0.13251
46000,0.0054969,0.13259,-1.5294,0.1327
46100,0.0057887,0.1329,-1.5273,0.13303
46200,0.006082,0.13322,-1.5252,0.13336
46300,0.0063723,0.13344,-1.5231,0.13359
46400,0.0066609,0.13361,-1.521,0.13378
46500,0.0061958,0.12974,-1.5231,0.12989
46600,0.0064796,0.12998,-1.521,0.13014
46700,0.0067668,0.13025,-1.5189,0.13043
46800,0.0070511,0.13045,-1.5168,0.13064
46900,0.0073439,0.13078,-1.5147,0.13099
47000,0.0076284,0.13095,-1.5126,0.13117
47100,0.007923,0.13127,-1.5105,0.13151
47200,0.0081829,0.13138,-1.5086,0.13164
47300,0.0084918,0.13189,-1.5065,0.13216
47400,0.0087735,0.13195,-1.5044,0.13224
47500,0.0090694,0.13222,-1.5023,0.13253
47600,0.0090879,0.13259,-1.5024,0.1329
47700,0.0091008,0.13288,-1.5024,0.13319
47800,0.0082139,0.13311,-1.5092,0.13337
47900,0.0073281,0.13341,-1.5159,0.13361
48000,0.0076028,0.13373,-1.514,0.13394
48100,0.0078982,0.13397,-1.5119,0.1342
48200,0.008191,0.13415,-1.5098,0.1344
48300,0.0084606,0.13433,-1.5079,0.13459
48400,0.0087683,0.13472,-1.5058,0.135
48500,0.0062188,0.13276,-1.524,0.1329
48600,0.0060713,0.13078,-1.5244,0.13092
48700,0.0063599,0.13107,-1.5223,0.13122
48800,0.0066468,0.1313,-1.5202,0.13147
48900,0.0069058,0.13142,-1.5183,0.1316
49000,0.0060388,0.13177,-1.525,0.13191
49100,0.0051746,0.13229,-1.5317,0.13239
49200,0.004534,0.12779,-1.5353,0.12787
49300,0.0048205,0.12828,-1.5332,0.12837
49400,0.0050735,0.12844,-1.5313,0.12854
49500,0.0031624,0.1334,-1.5471,0.13344
49600,0.0034478,0.13363,-1.545,0.13367
49700,0.0032475,0.13156,-1.5461,0.1316
49800,0.0030481,0.12934,-1.5472,0.12938
49900,0.0021771,0.12992,-1.554,0.12994
50000,0.0012697,0.1299,-1.561,0.12991
50100,0.0015506,0.13064,-1.5589,0.13065
50200,0.00095386,0.13074,-1.5635,0.13075
50300,6.39E-05,0.13066,-1.5703,0.13066
50400,-0.00084935,0.13082,-1.5773,0.13082
50500,-0.00059981,0.13117,-1.5754,0.13117
50600,-0.0012732,0.13168,-1.5805,0.13168
50700,-0.00099957,0.13196,-1.5784,0.13196
50800,-0.0031128,0.13209,-1.5944,0.13212
50900,-0.0032834,0.13007,-1.596,0.13011
51000,-0.0034658,0.12792,-1.5979,0.12796
51100,-0.0032041,0.12817,-1.5958,0.12821
51200,-0.004656,0.12845,-1.607,0.12853
51300,-0.0060879,0.12862,-1.6181,0.12876
51400,-0.0058294,0.12887,-1.616,0.129
51500,-0.0061258,0.12894,-1.6183,0.12909
51600,-0.00642,0.12942,-1.6204,0.12957
51700,-0.0084896,0.12946,-1.6363,0.12974
51800,-0.0086893,0.12723,-1.639,0.12753
51900,-0.0088387,0.12508,-1.6413,0.12539
52000,-0.0086149,0.12534,-1.6394,0.12563
52100,-0.0095568,0.12546,-1.6468,0.12583
52200,-0.011626,0.12556,-1.6631,0.1261
52300,-0.012023,0.12573,-1.6661,0.12631
52400,-0.012449,0.12597,-1.6693,0.12659
52500,-0.012615,0.12381,-1.6723,0.12445
52600,-0.012776,0.12152,-1.6756,0.12219
52700,-0.012558,0.12168,-1.6736,0.12233
52800,-0.015942,0.12181,-1.7009,0.12285
52900,-0.015714,0.12189,-1.699,0.1229
53000,-0.016863,0.12187,-1.7083,0.12303
53100,-0.016669,0.1222,-1.7064,0.12333
53200,-0.016849,0.12002,-1.7103,0.1212
53300,-0.01699,0.11756,-1.7143,0.11878
53400,-0.017519,0.11776,-1.7185,0.11906
53500,-0.018037,0.11801,-1.7225,0.11938
53600,-0.019698,0.11792,-1.7363,0.11956
53700,-0.021362,0.11783,-1.7501,0.11975
53800,-0.021492,0.11543,-1.7549,0.11741
53900,-0.021662,0.11337,-1.7596,0.11542
54000,-0.021778,0.11099,-1.7645,0.11311
54100,-0.021832,0.10843,-1.7695,0.11061
54200,-0.022441,0.10851,-1.7747,0.1108
54300,-0.023096,0.1087,-1.7802,0.11112
54400,-0.023731,0.10873,-1.7857,0.11129
54500,-0.024335,0.10862,-1.7912,0.11131
54600,-0.024375,0.10598,-1.7969,0.10875
54700,-0.024532,0.10381,-1.8029,0.10667
54800,-0.024443,0.10433,-1.8009,0.10715
54900,-0.02589,0.10389,-1.815,0.10706
55000,-0.02602,0.10153,-1.8217,0.10481
55100,-0.026082,0.099108,-1.8281,0.10248
55200,-0.025967,0.099448,-1.8262,0.10278
55300,-0.026522,0.09939,-1.8316,0.10287
55400,-0.025401,0.099855,-1.8199,0.10304
55500,-0.025695,0.094614,-1.836,0.098041
55600,-0.025608,0.095011,-1.8341,0.098402
55700,-0.027242,0.094642,-1.8511,0.098484
55800,-0.027087,0.094789,-1.8491,0.098583
55900,-0.028835,0.094612,-1.8666,0.098908
56000,-0.028702,0.094767,-1.8649,0.099018
56100,-0.02891,0.089454,-1.8834,0.094009
56200,-0.026908,0.090249,-1.8606,0.094175
56300,-0.028734,0.089982,-1.8799,0.094459
56400,-0.028609,0.090187,-1.878,0.094616
56500,-0.028642,0.087445,-1.8873,0.092016
56600,-0.028626,0.084805,-1.8963,0.089506
56700,-0.026068,0.080487,-1.884,0.084603
56800,-0.026862,0.080226,-1.8939,0.084603
56900,-0.02678,0.080495,-1.892,0.084833
57000,-0.028755,0.080379,-1.9143,0.085368
57100,-0.026769,0.078091,-1.901,0.082552
57200,-0.025919,0.075745,-1.9005,0.080057
57300,-0.026783,0.075623,-1.9112,0.080226
57400,-0.026679,0.075751,-1.9094,0.080312
57500,-0.024986,0.070745,-1.9103,0.075028
57600,-0.024875,0.070826,-1.9086,0.075067
57700,-0.025848,0.070844,-1.9206,0.075412
57800,-0.023161,0.066138,-1.9076,0.070077
57900,-0.023054,0.066238,-1.9057,0.070135
58000,-0.02388,0.065794,-1.919,0.069994
58100,-0.024002,0.066156,-1.9188,0.070376
58200,-0.023031,0.066636,-1.9036,0.070504
58300,-0.023173,0.061016,-1.9338,0.065268
58400,-0.022266,0.061556,-1.9179,0.065459
